,before,before,before
Vvi,1.02
Cme,1.214
Blo,1.174,1.034,0.4249
Cmo,1.375,1.266,0.3485
Vvi_Cme,1.172
Vvi_Cmo,1.133
Vvi_Blo,1.049
Blo_Cmo,1.101
Blo_Cme,1.144
